config,run_name,eval_name
LPOI_NULL_AXIS_HEADING,LPOI_NULL_AXIS_HEADING_seed42_2026-03-16_14-39-25,LPOI_NULL_AXIS_HEADING_seed42_2026-03-16_16-08-17
LPOI_NULL_AXIS,LPOI_NULL_AXIS_seed42_2026-03-16_14-39-25,LPOI_NULL_AXIS_seed42_2026-03-16_16-08-56
LPOI_NULL_AXIS_HEADING_ANGLE,LPOI_NULL_AXIS_HEADING_ANGLE_seed42_2026-03-16_14-39-25,LPOI_NULL_AXIS_HEADING_ANGLE_seed42_2026-03-16_16-09-06
