run_name,checkpoint_name,seed,episode,step,reward,r_monitoring,p_disturbance,r_dist
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_10000.pt,42,0,,,0.9251508581120466,0.06296691298484802,-0.7947739958763123
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_100000.pt,42,0,,,0.02538708414660539,0.23237194120883942,-0.7891802191734314
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_110000.pt,42,0,,,0.8789978144872304,0.13007158041000366,-0.5815520286560059
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_120000.pt,42,0,,,0.907978975847662,0.05541340634226799,-0.8471561074256897
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_130000.pt,42,0,,,0.9387774295208314,0.057492900639772415,-0.7929646372795105
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_140000.pt,42,0,,,0.07671835922701575,0.4191966652870178,-0.2531881332397461
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_150000.pt,42,0,,,0.9057371882783276,0.11233887821435928,-0.668042004108429
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_160000.pt,42,0,,,0.7241516020778429,0.2180267721414566,-0.42185261845588684
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_170000.pt,42,0,,,0.9324096851714696,0.04331417381763458,-0.8411322236061096
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_180000.pt,42,0,,,0.8840753602935464,0.05561784282326698,-0.8765581846237183
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_190000.pt,42,0,,,0.9481190749628952,0.03419123589992523,-0.9255268573760986
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_20000.pt,42,0,,,0.8723999683640031,0.04443049803376198,-0.8401687145233154
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_200000.pt,42,0,,,0.08454050073123653,0.34613025188446045,-0.31215357780456543
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_210000.pt,42,0,,,0.8623731129947639,0.08583639562129974,-0.8032306432723999
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_220000.pt,42,0,,,0.7092137579895361,0.24501539766788483,-0.3860750198364258
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_230000.pt,42,0,,,0.8422843291008787,0.08971821516752243,-0.8062867522239685
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_240000.pt,42,0,,,0.688086752903746,0.23503561317920685,-0.3916374146938324
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_250000.pt,42,0,,,0.8404246984248981,0.0993507131934166,-0.7900369167327881
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_260000.pt,42,0,,,0.8856640757023813,0.089754618704319,-0.6866781711578369
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_270000.pt,42,0,,,0.9256939385836626,0.03942114859819412,-0.8555352091789246
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_280000.pt,42,0,,,0.9226426587443323,0.06253964453935623,-0.7798935770988464
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_290000.pt,42,0,,,0.8196727722917113,0.26984333992004395,-0.35546210408210754
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_30000.pt,42,0,,,0.9194673448460325,0.06600283086299896,-0.768563449382782
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_300000.pt,42,0,,,0.8239524696761448,0.3126792311668396,-0.3138423264026642
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_310000.pt,42,0,,,0.9387224938715159,0.03829452395439148,-0.8414945602416992
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_320000.pt,42,0,,,0.9198230391268459,0.038354240357875824,-0.8861204385757446
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_330000.pt,42,0,,,0.9330293032567013,0.04702680557966232,-0.8040098547935486
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_340000.pt,42,0,,,0.9151887618548749,0.04181520268321037,-0.8689337372779846
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_350000.pt,42,0,,,0.8173059922307967,0.29323193430900574,-0.33308613300323486
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_360000.pt,42,0,,,0.9154709313518189,0.03955104574561119,-0.8791883587837219
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_370000.pt,42,0,,,0.9318735400516343,0.05299628898501396,-0.8132731914520264
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_380000.pt,42,0,,,0.9114265303187571,0.08010648936033249,-0.6763020157814026
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_390000.pt,42,0,,,0.9174327117266031,0.05298897251486778,-0.8021603226661682
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_40000.pt,42,0,,,0.8814184248999047,0.04361947625875473,-0.8460060954093933
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_400000.pt,42,0,,,0.9274947575471054,0.06076660379767418,-0.7849727869033813
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_410000.pt,42,0,,,0.8781099228116346,0.08042258024215698,-0.6664050221443176
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_420000.pt,42,0,,,0.926081397625963,0.04742763191461563,-0.8183324337005615
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_430000.pt,42,0,,,0.8605905467984226,0.30916833877563477,-0.317045658826828
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_440000.pt,42,0,,,0.9416940274425017,0.08853524923324585,-0.6735139489173889
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_450000.pt,42,0,,,0.9465735944448577,0.06240871548652649,-0.7510725259780884
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_460000.pt,42,0,,,0.9402280777423974,0.061826661229133606,-0.7774178385734558
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_470000.pt,42,0,,,0.8856165485985898,0.08433101326227188,-0.7888740301132202
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_480000.pt,42,0,,,0.9411424342215573,0.04923160746693611,-0.8733910322189331
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_490000.pt,42,0,,,0.9334626581329751,0.05618438497185707,-0.8193929195404053
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_50000.pt,42,0,,,0.9458972612685977,0.06364087015390396,-0.7308911085128784
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_60000.pt,42,0,,,0.9260567961195509,0.07135949283838272,-0.7302827835083008
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_70000.pt,42,0,,,0.8858969435243776,0.09904944151639938,-0.7412974834442139
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_80000.pt,42,0,,,0.9366919366486901,0.051475998014211655,-0.8445103168487549
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_90000.pt,42,0,,,0.876216335878911,0.06302390992641449,-0.7603546977043152
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_10000.pt,45,0,,,0.937870189762526,0.052053600549697876,-0.8140073418617249
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_10000.pt,46,1,,,0.14920555870612895,0.05791246145963669,-0.818851113319397
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_10000.pt,47,2,,,0.9112907612456709,0.06209716573357582,-0.7864586114883423
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_100000.pt,45,0,,,0.059515321163757136,0.11875468492507935,-0.7460790872573853
CRW_sac_seed42_2026-04-10_11-28-44,sac_step_100000.pt,46,1,,,0.0536807758119942,0.24923573434352875,-0.7426862120628357
