episode,step,entity,x,y,z,yaw,reward,monitor_rew,dist_rew
1,28,PIGEON,3.6979253272351116,21.299036993290933,0.0,0,0,0,0
1,28,DRONE,187.74848873385653,82.59613276065286,55.69353103637695,-5.742992877960205,0.0,0.0,0.0
1,29,PIGEON,2.724732838268266,20.3504010360269,0.0,0,0,0,0
1,29,DRONE,192.10999042758212,86.02575350345072,57.32719421386719,-6.001289367675781,0.0,0.0,0.0
1,30,PIGEON,3.3448324209725264,19.60647085992591,0.0,0,0,0,0
1,30,DRONE,196.4714921213077,89.45537424624857,58.96085739135742,-6.259585857391357,0.0,0.0,0.0
1,31,PIGEON,2.4126273581885616,19.10729139138606,0.0,0,0,0,0
1,31,DRONE,200.8329938150333,92.88499498904642,60.594520568847656,-6.517882347106934,0.0,0.0,0.0
1,32,PIGEON,1.7667283724902059,20.145550612319067,0.0,0,0,0,0
1,32,DRONE,205.19449550875888,96.31461573184427,62.22818374633789,-6.77617883682251,0.0,0.0,0.0
1,33,PIGEON,-0.29249349532763613,20.823519862900646,0.0,0,0,0,0
1,33,DRONE,209.55599720248446,99.74423647464212,63.861846923828125,-7.034475326538086,0.0,0.0,0.0
1,34,PIGEON,-2.67791643189376,20.03124973402778,0.0,0,0,0,0
1,34,DRONE,213.91749889621005,103.17385721743997,65.4955062866211,-7.292771816253662,0.0,0.0,0.0
1,35,PIGEON,-5.243962874283256,20.75844966213789,0.0,0,0,0,0
1,35,DRONE,218.27900058993563,106.60347796023783,67.12916564941406,-7.551068305969238,0.0,0.0,0.0
1,36,PIGEON,-8.166059151991798,22.782109821003964,0.0,0,0,0,0
1,36,DRONE,222.64050228366122,110.03309870303568,68.76282501220703,-7.8093647956848145,0.0,0.0,0.0
1,37,PIGEON,-12.127841840302324,25.293369854798772,0.0,0,0,0,0
1,37,DRONE,227.0020039773868,113.46271944583353,70.396484375,-8.06766128540039,0.0,0.0,0.0
1,38,PIGEON,-14.57071283062896,26.558783002676265,0.0,0,0,0,0
1,38,DRONE,231.3635056711124,116.89234018863138,72.03014373779297,-8.325957298278809,0.0,0.0,0.0
1,39,PIGEON,-18.107104394251742,28.37608731299814,0.0,0,0,0,0
1,39,DRONE,235.72500736483798,120.32196093142923,73.66380310058594,-8.584253311157227,0.0,0.0,0.0
1,40,PIGEON,-22.78785805411705,30.089070780761695,0.0,0,0,0,0
1,40,DRONE,240.08650905856356,123.75158167422708,75.2974624633789,-8.842549324035645,0.0,0.0,0.0
1,41,PIGEON,-25.553161335594414,31.236921457772322,0.0,0,0,0,0
1,41,DRONE,244.44801075228915,127.18120241702493,76.93112182617188,-9.100845336914062,0.0,0.0,0.0
1,42,PIGEON,-26.681611613694965,32.902064764906115,0.0,0,0,0,0
1,42,DRONE,248.80951244601474,130.6108231598228,78.56478118896484,-9.35914134979248,0.0,0.0,0.0
1,43,PIGEON,-27.01850897797408,33.063025769939756,0.0,0,0,0,0
1,43,DRONE,253.17101413974032,134.04044390262064,80.19844055175781,-9.617437362670898,0.0,0.0,0.0
1,44,PIGEON,-28.812204476236193,33.03923154267519,0.0,0,0,0,0
1,44,DRONE,257.53251583346594,137.4700646454185,81.83209991455078,-9.875733375549316,0.0,0.0,0.0
1,45,PIGEON,-28.932891595930425,33.15581328728491,0.0,0,0,0,0
1,45,DRONE,261.8940175271915,140.89968538821634,83.46575927734375,-10.134029388427734,0.0,0.0,0.0
1,46,PIGEON,-28.25750724831584,31.981932856588003,0.0,0,0,0,0
1,46,DRONE,266.2555192209171,144.3293061310142,85.09941864013672,-10.392325401306152,0.0,0.0,0.0
1,47,PIGEON,-26.155532943742948,31.058031356447078,0.0,0,0,0,0
1,47,DRONE,270.6170209146427,147.75892687381204,86.73307800292969,-10.65062141418457,0.0,0.0,0.0
1,48,PIGEON,-25.722496216940062,29.877124558144143,0.0,0,0,0,0
1,48,DRONE,274.9785226083683,151.1885476166099,88.36673736572266,-10.908917427062988,0.0,0.0,0.0
1,49,PIGEON,-24.004380665663653,28.11760196051327,0.0,0,0,0,0
1,49,DRONE,279.34002430209387,154.61816835940775,90.00039672851562,-11.167213439941406,0.0,0.0,0.0
1,50,PIGEON,-21.610903927885648,25.296171235282564,0.0,0,0,0,0
1,50,DRONE,283.70152599581945,158.0477891022056,91.6340560913086,-11.425509452819824,0.0,0.0,0.0
1,51,PIGEON,-18.919466258151616,21.356419570932776,0.0,0,0,0,0
1,51,DRONE,288.06302768954504,161.47740984500345,93.26771545410156,-11.683805465698242,0.0,0.0,0.0
1,52,PIGEON,-16.44600802832535,19.309770221852,0.0,0,0,0,0
1,52,DRONE,292.4245293832706,164.9070305878013,94.90137481689453,-11.94210147857666,0.0,0.0,0.0
1,53,PIGEON,-14.957652803430614,16.161755817982833,0.0,0,0,0,0
1,53,DRONE,296.7860310769962,168.33665133059915,96.5350341796875,-12.200397491455078,0.0,0.0,0.0
1,54,PIGEON,-12.899943714150357,14.645434648752868,0.0,0,0,0,0
1,54,DRONE,301.1475327707218,171.766272073397,98.16869354248047,-12.458693504333496,0.0,0.0,0.0
1,55,PIGEON,-10.752399505513342,11.81016167429456,0.0,0,0,0,0
1,55,DRONE,305.5090344644474,175.19589281619486,99.80235290527344,-12.716989517211914,0.0,0.0,0.0
1,56,PIGEON,-7.482475537658296,9.938174905395488,0.0,0,0,0,0
1,56,DRONE,309.87053615817297,178.6255135589927,101.4360122680664,-12.975285530090332,0.0,0.0,0.0
1,57,PIGEON,-5.667166081859869,7.264211219991359,0.0,0,0,0,0
1,57,DRONE,314.23203785189855,182.05513430179056,103.06967163085938,-13.23358154296875,0.0,0.0,0.0
1,58,PIGEON,-5.341615623860422,4.1237914927962915,0.0,0,0,0,0
1,58,DRONE,318.59353954562414,185.4847550445884,104.70333099365234,-13.491877555847168,0.0,0.0,0.0
1,59,PIGEON,-5.83187061794956,2.5766786798107146,0.0,0,0,0,0
1,59,DRONE,322.9550412393497,188.91437578738626,106.33699035644531,-13.750173568725586,0.0,0.0,0.0
1,60,PIGEON,-5.071246104371012,0.2867544876218848,0.0,0,0,0,0
1,60,DRONE,327.3165429330753,192.3439965301841,107.97064971923828,-14.008469581604004,0.0,0.0,0.0
1,61,PIGEON,-3.3724677994662247,-0.6690232652087971,0.0,0,0,0,0
1,61,DRONE,331.6780446268009,195.77361727298197,109.60430908203125,-14.266765594482422,0.0,0.0,0.0
1,62,PIGEON,-1.8425225692316514,-3.029222877716119,0.0,0,0,0,0
1,62,DRONE,336.0395463205265,199.20323801577982,111.23796844482422,-14.52506160736084,0.0,0.0,0.0
1,63,PIGEON,0.33450617428339635,-6.422211075996721,0.0,0,0,0,0
1,63,DRONE,340.40104801425207,202.63285875857767,112.87162780761719,-14.783357620239258,0.0,0.0,0.0
1,64,PIGEON,2.1875680485374556,-7.979669203533431,0.0,0,0,0,0
1,64,DRONE,344.76254970797766,206.06247950137552,114.50528717041016,-15.041653633117676,0.0,0.0,0.0
1,65,PIGEON,5.348777807312122,-9.241399627386487,0.0,0,0,0,0
1,65,DRONE,349.12405140170324,209.49210024417337,116.13894653320312,-15.299949645996094,0.0,0.0,0.0
1,66,PIGEON,7.559081288465807,-9.017895708312352,0.0,0,0,0,0
1,66,DRONE,353.4855530954288,212.92172098697122,117.7726058959961,-15.558245658874512,0.0,0.0,0.0
1,67,PIGEON,8.319921974967217,-7.955955493714151,0.0,0,0,0,0
1,67,DRONE,357.8470547891544,216.35134172976908,119.40626525878906,-15.81654167175293,0.0,0.0,0.0
1,68,PIGEON,10.181454887677413,-7.93036925979669,0.0,0,0,0,0
1,68,DRONE,362.20855648288,219.78096247256693,121.03992462158203,-16.074838638305664,0.0,0.0,0.0
1,69,PIGEON,10.452465228586531,-8.43435864804874,0.0,0,0,0,0
1,69,DRONE,366.5700581766056,223.21058321536478,122.673583984375,-16.3331356048584,0.0,0.0,0.0
1,70,PIGEON,9.231818380022714,-8.56379595041191,0.0,0,0,0,0
1,70,DRONE,370.93155987033117,226.64020395816263,124.30724334716797,-16.591432571411133,0.0,0.0,0.0
1,71,PIGEON,6.8112524318591685,-7.971516734147243,0.0,0,0,0,0
1,71,DRONE,375.29306156405676,230.06982470096048,125.94090270996094,-16.849729537963867,0.0,0.0,0.0
1,72,PIGEON,5.071184272205743,-8.872958142781615,0.0,0,0,0,0
1,72,DRONE,379.65456325778234,233.49944544375833,127.5745620727539,-17.1080265045166,0.0,0.0,0.0
1,73,PIGEON,3.2801171001438556,-11.167283520224817,0.0,0,0,0,0
1,73,DRONE,384.01606495150793,236.92906618655618,129.20822143554688,-17.366323471069336,0.0,0.0,0.0
1,74,PIGEON,1.3580952872827874,-14.699780513353057,0.0,0,0,0,0
1,74,DRONE,388.3775666452335,240.35868692935404,130.84188842773438,-17.62462043762207,0.0,0.0,0.0
1,75,PIGEON,0.9182408045152117,-17.113528028773317,0.0,0,0,0,0
1,75,DRONE,392.7390683389591,243.7883076721519,132.47555541992188,-17.882917404174805,0.0,0.0,0.0
1,76,PIGEON,1.7433613074962802,-20.157212761223256,0.0,0,0,0,0
1,76,DRONE,397.1005700326847,247.21792841494974,134.10922241210938,-18.14121437072754,0.0,0.0,0.0
1,77,PIGEON,3.5547134251173222,-21.84401442536552,0.0,0,0,0,0
1,77,DRONE,401.4620717264103,250.6475491577476,135.74288940429688,-18.399511337280273,0.0,0.0,0.0
1,78,PIGEON,3.742169427122105,-23.772551530083245,0.0,0,0,0,0
1,78,DRONE,405.82357342013586,254.07716990054544,137.37655639648438,-18.657808303833008,0.0,0.0,0.0
1,79,PIGEON,3.737643835130052,-26.99819777184276,0.0,0,0,0,0
1,79,DRONE,410.18507511386144,257.50679064334327,139.01022338867188,-18.916105270385742,0.0,0.0,0.0
1,80,PIGEON,3.418843799036064,-31.367890077777822,0.0,0,0,0,0
1,80,DRONE,414.54657680758703,260.9364113861411,140.64389038085938,-19.174402236938477,0.0,0.0,0.0
1,81,PIGEON,3.130494609040216,-33.80061384224293,0.0,0,0,0,0
1,81,DRONE,418.9080785013126,264.36603212893897,142.27755737304688,-19.43269920349121,0.0,0.0,0.0
1,82,PIGEON,4.232254359272986,-35.360039011936735,0.0,0,0,0,0
1,82,DRONE,423.2695801950382,267.7956528717368,143.91122436523438,-19.690996170043945,0.0,0.0,0.0
1,83,PIGEON,3.884578376397502,-36.08796019624288,0.0,0,0,0,0
1,83,DRONE,427.6310818887638,271.2252736145347,145.54489135742188,-19.94929313659668,0.0,0.0,0.0
1,84,PIGEON,5.065324217947919,-36.88091903360836,0.0,0,0,0,0
1,84,DRONE,431.9925835824894,274.6548943573325,147.17855834960938,-20.207590103149414,0.0,0.0,0.0
1,85,PIGEON,7.476463964712115,-38.251569605501885,0.0,0,0,0,0
1,85,DRONE,436.35408527621496,278.0845151001304,148.81222534179688,-20.46588706970215,0.0,0.0,0.0
1,86,PIGEON,10.404410778018605,-38.190722545241485,0.0,0,0,0,0
1,86,DRONE,440.71558696994055,281.5141358429282,150.44589233398438,-20.724184036254883,0.0,0.0,0.0
1,87,PIGEON,11.61306797967386,-37.672158283257495,0.0,0,0,0,0
1,87,DRONE,445.07708866366613,284.9437565857261,152.07955932617188,-20.982481002807617,0.0,0.0,0.0
1,88,PIGEON,12.860069386722062,-35.713923646734955,0.0,0,0,0,0
1,88,DRONE,449.4385903573917,288.37337732852393,153.71322631835938,-21.24077796936035,0.0,0.0,0.0
1,89,PIGEON,14.778359442529261,-35.22289040565147,0.0,0,0,0,0
1,89,DRONE,453.8000920511173,291.8029980713218,155.34689331054688,-21.499074935913086,0.0,0.0,0.0
1,90,PIGEON,15.034296366307913,-34.485057140737254,0.0,0,0,0,0
1,90,DRONE,458.1615937448429,295.23261881411963,156.98056030273438,-21.75737190246582,0.0,0.0,0.0
1,91,PIGEON,16.683515882640272,-33.33439638963562,0.0,0,0,0,0
1,91,DRONE,462.5230954385685,298.6622395569175,158.61422729492188,-22.015668869018555,0.0,0.0,0.0
1,92,PIGEON,19.48092408070298,-33.02388131717625,0.0,0,0,0,0
1,92,DRONE,466.88459713229406,302.09186029971534,160.24789428710938,-22.27396583557129,0.0,0.0,0.0
1,93,PIGEON,20.712507070402804,-31.972415846592046,0.0,0,0,0,0
1,93,DRONE,471.24609882601965,305.5214810425132,161.88156127929688,-22.532262802124023,0.0,0.0,0.0
1,94,PIGEON,23.06974325473569,-31.857042078609332,0.0,0,0,0,0
1,94,DRONE,475.60760051974523,308.95110178531104,163.51522827148438,-22.790559768676758,0.0,0.0,0.0
1,95,PIGEON,23.712262363350433,-32.003362336528745,0.0,0,0,0,0
1,95,DRONE,479.9691022134708,312.3807225281089,165.14889526367188,-23.048856735229492,0.0,0.0,0.0
1,96,PIGEON,25.58490805840371,-32.89306396076661,0.0,0,0,0,0
1,96,DRONE,484.3306039071964,315.81034327090674,166.78256225585938,-23.307153701782227,0.0,0.0,0.0
1,97,PIGEON,28.522294252328262,-32.86766994701292,0.0,0,0,0,0
1,97,DRONE,488.692105600922,319.2399640137046,168.41622924804688,-23.56545066833496,0.0,0.0,0.0
1,98,PIGEON,30.937678994370145,-34.327345628623604,0.0,0,0,0,0
1,98,DRONE,493.0536072946476,322.66958475650245,170.04989624023438,-23.823747634887695,0.0,0.0,0.0
1,99,PIGEON,32.0888456145193,-34.543726837213086,0.0,0,0,0,0
1,99,DRONE,497.41510898837316,326.0992054993003,171.68356323242188,-24.08204460144043,0.0,0.0,0.0
1,100,PIGEON,32.13044128181495,-35.86143949762958,0.0,0,0,0,0
1,100,DRONE,501.77661068209875,329.52882624209815,173.31723022460938,-24.340341567993164,0.0,0.0,0.0
1,101,PIGEON,31.553551580593375,-38.415812039047935,0.0,0,0,0,0
1,101,DRONE,506.13811237582433,332.958446984896,174.95089721679688,-24.5986385345459,0.0,0.0,0.0
1,102,PIGEON,29.760010265853705,-39.92351027383902,0.0,0,0,0,0
1,102,DRONE,510.4996140695499,336.38806772769385,176.58456420898438,-24.856935501098633,0.0,0.0,0.0
1,103,PIGEON,26.73983058072354,-40.75776758346085,0.0,0,0,0,0
1,103,DRONE,514.8611157632755,339.8176884704917,178.21823120117188,-25.115232467651367,0.0,0.0,0.0
1,104,PIGEON,22.799262365117137,-42.37792208555225,0.0,0,0,0,0
1,104,DRONE,519.2226174570011,343.24730921328955,179.85189819335938,-25.3735294342041,0.0,0.0,0.0
1,105,PIGEON,20.620661996768007,-43.22057805686785,0.0,0,0,0,0
1,105,DRONE,523.5841191507267,346.6769299560874,181.48556518554688,-25.631826400756836,0.0,0.0,0.0
1,106,PIGEON,17.446365797288166,-43.09733236595854,0.0,0,0,0,0
1,106,DRONE,527.9456208444523,350.10655069888526,183.11923217773438,-25.89012336730957,0.0,0.0,0.0
1,107,PIGEON,13.906229886362867,-41.65106746209685,0.0,0,0,0,0
1,107,DRONE,532.3071225381779,353.5361714416831,184.75289916992188,-26.148420333862305,0.0,0.0,0.0
1,108,PIGEON,9.238636574038336,-40.58446881521882,0.0,0,0,0,0
1,108,DRONE,536.6686242319034,356.96579218448096,186.38656616210938,-26.40671730041504,0.0,0.0,0.0
1,109,PIGEON,6.405102188235119,-40.24137021550364,0.0,0,0,0,0
1,109,DRONE,541.030125925629,360.3954129272788,188.02023315429688,-26.665014266967773,0.0,0.0,0.0
1,110,PIGEON,4.644267245899988,-41.20809426790199,0.0,0,0,0,0
1,110,DRONE,545.3916276193546,363.82503367007666,189.65390014648438,-26.923311233520508,0.0,0.0,0.0
1,111,PIGEON,3.853146854671784,-43.35099694449431,0.0,0,0,0,0
1,111,DRONE,549.7531293130802,367.2546544128745,191.28756713867188,-27.181608200073242,0.0,0.0,0.0
1,112,PIGEON,4.628740855723348,-45.08715355242499,0.0,0,0,0,0
1,112,DRONE,554.1146310068058,370.68427515567237,192.92123413085938,-27.439905166625977,0.0,0.0,0.0
1,113,PIGEON,4.588297725463557,-45.344071798781705,0.0,0,0,0,0
1,113,DRONE,558.4761327005314,374.1138958984702,194.55490112304688,-27.69820213317871,0.0,0.0,0.0
1,114,PIGEON,3.6585859905786844,-44.37031190292712,0.0,0,0,0,0
1,114,DRONE,562.837634394257,377.54351664126807,196.18856811523438,-27.956499099731445,0.0,0.0,0.0
1,115,PIGEON,3.2446394068288775,-42.054745850435616,0.0,0,0,0,0
1,115,DRONE,567.1991360879825,380.9731373840659,197.82223510742188,-28.21479606628418,0.0,0.0,0.0
1,116,PIGEON,4.286093377155816,-40.471323383392864,0.0,0,0,0,0
1,116,DRONE,571.5606377817081,384.4027581268638,199.45590209960938,-28.473093032836914,0.0,0.0,0.0
1,117,PIGEON,3.775593811416669,-39.4384823616813,0.0,0,0,0,0
1,117,DRONE,575.9221394754337,387.8323788696616,201.08956909179688,-28.73138999938965,0.0,0.0,0.0
1,118,PIGEON,2.3313878227143205,-37.37744195973186,0.0,0,0,0,0
1,118,DRONE,580.2836411691593,391.2619996124595,202.72323608398438,-28.989686965942383,0.0,0.0,0.0
1,119,PIGEON,-0.10597388246984663,-34.54479392068625,0.0,0,0,0,0
1,119,DRONE,584.6451428628849,394.6916203552573,204.35690307617188,-29.247983932495117,0.0,0.0,0.0
1,120,PIGEON,-3.3649142903489615,-30.939425734081603,0.0,0,0,0,0
1,120,DRONE,589.0066445566105,398.1212410980552,205.99057006835938,-29.50628089904785,0.0,0.0,0.0
1,121,PIGEON,-5.079273096964801,-26.8200655633785,0.0,0,0,0,0
1,121,DRONE,593.368146250336,401.55086184085303,207.62423706054688,-29.764577865600586,0.0,0.0,0.0
1,122,PIGEON,-6.0766689842711195,-24.509924576397154,0.0,0,0,0,0
1,122,DRONE,597.7296479440616,404.9804825836509,209.25790405273438,-30.02287483215332,0.0,0.0,0.0
1,123,PIGEON,-6.768849746776729,-23.916657641103917,0.0,0,0,0,0
1,123,DRONE,602.0911496377872,408.41010332644873,210.89157104492188,-30.281171798706055,0.0,0.0,0.0
1,124,PIGEON,-8.017854849330648,-22.019606661448968,0.0,0,0,0,0
1,124,DRONE,606.4526513315128,411.8397240692466,212.52523803710938,-30.53946876525879,0.0,0.0,0.0
1,125,PIGEON,-8.227678389705565,-19.123105558913043,0.0,0,0,0,0
1,125,DRONE,610.8141530252384,415.26934481204444,214.15890502929688,-30.797765731811523,0.0,0.0,0.0
1,126,PIGEON,-7.303936800292098,-17.52231596463388,0.0,0,0,0,0
1,126,DRONE,615.175654718964,418.6989655548423,215.79257202148438,-31.056062698364258,0.0,0.0,0.0
1,127,PIGEON,-6.987800539541653,-17.490341230329253,0.0,0,0,0,0
1,127,DRONE,619.5371564126896,422.12858629764014,217.42623901367188,-31.314359664916992,0.0,0.0,0.0
1,128,PIGEON,-6.105919321326919,-18.837486466182202,0.0,0,0,0,0
1,128,DRONE,623.8986581064152,425.558207040438,219.05990600585938,-31.572656631469727,0.0,0.0,0.0
1,129,PIGEON,-3.883031334909552,-19.59450312174587,0.0,0,0,0,0
1,129,DRONE,628.2601598001407,428.98782778323584,220.69357299804688,-31.83095359802246,0.0,0.0,0.0
1,130,PIGEON,-1.7415562289046966,-18.782448106307626,0.0,0,0,0,0
1,130,DRONE,632.6216614938663,432.4174485260337,222.32723999023438,-32.08924865722656,0.0,0.0,0.0
1,131,PIGEON,1.6812110625488756,-18.16847507455408,0.0,0,0,0,0
1,131,DRONE,636.9831631875919,435.84706926883155,223.96090698242188,-32.3475456237793,0.0,0.0,0.0
1,132,PIGEON,4.318821900282373,-16.182770758636018,0.0,0,0,0,0
1,132,DRONE,641.3446648813175,439.2766900116294,225.59457397460938,-32.60584259033203,0.0,0.0,0.0
1,133,PIGEON,5.573764646452735,-15.394659945115162,0.0,0,0,0,0
1,133,DRONE,645.7061665750431,442.70631075442725,227.22824096679688,-32.864139556884766,0.0,0.0,0.0
1,134,PIGEON,7.146682076963551,-16.118306576132298,0.0,0,0,0,0
1,134,DRONE,650.0676682687687,446.1359314972251,228.86190795898438,-33.1224365234375,0.0,0.0,0.0
1,135,PIGEON,7.156531428327856,-17.292840760894876,0.0,0,0,0,0
1,135,DRONE,654.4291699624943,449.56555224002295,230.49557495117188,-33.380733489990234,0.0,0.0,0.0
1,136,PIGEON,7.976162856060854,-17.08791644002332,0.0,0,0,0,0
1,136,DRONE,658.7906716562198,452.9951729828208,232.12924194335938,-33.63903045654297,0.0,0.0,0.0
1,137,PIGEON,8.407927354704626,-18.371960927782453,0.0,0,0,0,0
1,137,DRONE,663.1521733499454,456.42479372561866,233.76290893554688,-33.8973274230957,0.0,0.0,0.0
1,138,PIGEON,7.449511720140556,-18.86761532881952,0.0,0,0,0,0
1,138,DRONE,667.513675043671,459.8544144684165,235.39657592773438,-34.15562438964844,0.0,0.0,0.0
1,139,PIGEON,7.343187075448505,-20.609114187062083,0.0,0,0,0,0
1,139,DRONE,671.8751767373966,463.28403521121436,237.03024291992188,-34.41392135620117,0.0,0.0,0.0
1,140,PIGEON,7.466223138425816,-20.692496195916014,0.0,0,0,0,0
1,140,DRONE,676.2366784311222,466.7136559540122,238.66390991210938,-34.672218322753906,0.0,0.0,0.0
1,141,PIGEON,8.925419368757549,-21.42453726852843,0.0,0,0,0,0
1,141,DRONE,680.5981801248478,470.14327669681006,240.29757690429688,-34.93051528930664,0.0,0.0,0.0
1,142,PIGEON,8.961209238183304,-22.86952156721629,0.0,0,0,0,0
1,142,DRONE,684.9596818185734,473.5728974396079,241.93124389648438,-35.188812255859375,0.0,0.0,0.0
1,143,PIGEON,10.018084407631898,-25.265481349937716,0.0,0,0,0,0
1,143,DRONE,689.321183512299,477.00251818240577,243.56491088867188,-35.44710922241211,0.0,0.0,0.0
1,144,PIGEON,10.35416301690495,-28.78992441295055,0.0,0,0,0,0
1,144,DRONE,693.6826852060245,480.4321389252036,245.19857788085938,-35.705406188964844,0.0,0.0,0.0
1,145,PIGEON,10.488972575835128,-30.471322712184197,0.0,0,0,0,0
1,145,DRONE,698.0441868997501,483.86175966800147,246.83224487304688,-35.96370315551758,0.0,0.0,0.0
1,146,PIGEON,10.33680225860307,-33.45943654310025,0.0,0,0,0,0
1,146,DRONE,702.4056885934757,487.2913804107993,248.46591186523438,-36.22200012207031,0.0,0.0,0.0
1,147,PIGEON,11.663410238534713,-35.820123160468846,0.0,0,0,0,0
